lineup_id,contest_id,contest_name,entry_fee,total_salary,projected_points,position,player_name,team,salary,projection
14944419_6,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,QB,Patrick Mahomes,KC,35,23.0
14944419_6,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,RB,Christian McCaffrey,SF,38,30.4
14944419_6,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,WR,Tyreek Hill,MIA,32,22.4
14944419_6,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,TE,Travis Kelce,KC,28,23.9
14944419_6,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,K,Justin Tucker,BAL,15,9.7
14944419_6,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,DEF,San Francisco 49ers,SF,18,12.6
14944419_7,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,QB,Patrick Mahomes,KC,35,23.0
14944419_7,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,RB,Christian McCaffrey,SF,38,30.4
14944419_7,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,WR,Tyreek Hill,MIA,32,22.4
14944419_7,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,TE,Travis Kelce,KC,28,23.9
14944419_7,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,K,Justin Tucker,BAL,15,9.7
14944419_7,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,DEF,San Francisco 49ers,SF,18,12.6
14944419_8,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,QB,Patrick Mahomes,KC,35,23.0
14944419_8,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,RB,Christian McCaffrey,SF,38,30.4
14944419_8,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,WR,Tyreek Hill,MIA,32,22.4
14944419_8,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,TE,Travis Kelce,KC,28,23.9
14944419_8,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,K,Justin Tucker,BAL,15,9.7
14944419_8,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,DEF,San Francisco 49ers,SF,18,12.6
14944419_9,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,QB,Patrick Mahomes,KC,35,23.0
14944419_9,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,RB,Christian McCaffrey,SF,38,30.4
14944419_9,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,WR,Tyreek Hill,MIA,32,22.4
14944419_9,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,TE,Travis Kelce,KC,28,23.9
14944419_9,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,K,Justin Tucker,BAL,15,9.7
14944419_9,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,DEF,San Francisco 49ers,SF,18,12.6
14944419_10,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,QB,Patrick Mahomes,KC,35,23.0
14944419_10,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,RB,Christian McCaffrey,SF,38,30.4
14944419_10,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,WR,Tyreek Hill,MIA,32,22.4
14944419_10,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,TE,Travis Kelce,KC,28,23.9
14944419_10,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,K,Justin Tucker,BAL,15,9.7
14944419_10,14944419,NFL $100 Guaranteed [$10 to 1st],0.25,166,121.99999999999999,DEF,San Francisco 49ers,SF,18,12.6
